"mapruleid","shortname","network","allowedservergeo","excludedserverGeo"
"2948","w48","freeflow","",""
"2949","w49","freeflow","",""
"2951","e1","essl","","RU"
"2952","e2","essl","",""
"2953","e3","essl","EU",""
"2954","e4","essl","",""
"2955","e5","essl","WFC",""
"2956","e6","essl","EU",""
"2957","e7","essl","",""
"2958","e8","essl","",""
"2959","e9","essl","","RU"
"2960","e10","essl","",""
"2962","e12","essl","",""
"2964","e14","essl","",""
"2965","e15","essl","",""
"2966","e16","essl","",""
"2967","e17","essl","",""
"2969","e19","essl","","RU"
"2971","e21","essl","",""
"2972","e22","essl","",""
"2973","e23","essl","","RU"
"2974","e24","essl","",""
"2977","e27","essl","",""
"2978","e28","essl","",""
"2979","e29","essl","",""
"2981","e31","essl","",""
"2982","e32","essl","SA_EU",""
"2983","e33","essl","",""
"2984","e34","essl","",""
"2985","e35","essl","",""
"2994","pw4","freeflow","",""
"2998","pw8","freeflow","",""
"2999","pw9","freeflow","",""
"4011","s51","freeflow","",""
"4012","s52","freeflow","",""
"4013","s53","freeflow","",""
"4014","s54","freeflow","",""
"4015","s55","freeflow","",""
"4016","s56","freeflow","",""
"4017","s57","freeflow","",""
"4018","s58","freeflow","",""
"4019","s59","freeflow","",""
"4020","s60","freeflow","",""
"4021","s61","freeflow","",""
"4022","s62","freeflow","",""
"4023","s63","freeflow","",""
"4024","s64","freeflow","",""
"4025","s65","freeflow","",""
"4026","s66","freeflow","",""
"4027","s67","freeflow","",""
"4028","s68","freeflow","",""
"4029","s69","freeflow","",""
"4030","s70","freeflow","",""
"4031","s71","freeflow","",""
"4032","s72","freeflow","",""
"4033","s73","freeflow","",""
"4034","s74","freeflow","",""
"4035","s75","freeflow","",""
"4036","s76","freeflow","",""
"4037","s77","freeflow","",""
"4038","s78","freeflow","",""
"4039","s79","freeflow","",""
"4040","s80","freeflow","",""
"4041","s81","freeflow","",""
"4042","s82","freeflow","",""
"4043","s83","freeflow","",""
"4044","s84","freeflow","",""
"4045","s85","freeflow","",""
"4046","s86","freeflow","",""
"4047","s87","freeflow","",""
"4048","s88","freeflow","",""
"4049","s89","freeflow","",""
"4050","s90","freeflow","",""
"4051","s91","freeflow","",""
"4052","s92","freeflow","",""
"4053","s93","freeflow","",""
"4054","s94","freeflow","",""
"4055","s95","freeflow","",""
"4056","s96","freeflow","",""
"4057","s97","freeflow","",""
"4058","s98","freeflow","",""
"4059","s99","freeflow","",""
"4060","s100","freeflow","",""
"4061","s21","essl","",""
"4062","s22","essl","",""
"4063","s23","essl","",""
"4064","s24","essl","",""
"4065","s25","essl","",""
"4066","s26","essl","",""
"4067","s27","essl","",""
"4068","s28","essl","",""
"4069","s29","essl","",""
"4070","s30","essl","",""
"4071","s31","essl","",""
"4072","s32","essl","",""
"4073","s33","essl","",""
"4074","s34","essl","",""
"4075","s35","essl","",""
"4076","s36","essl","",""
"4077","s37","essl","",""
"4078","s38","essl","",""
"4079","s39","essl","",""
"4080","s40","essl","",""
"4081","s41","essl","",""
"4082","s42","essl","",""
"4083","s43","essl","",""
"4084","s44","essl","",""
"4085","s45","essl","",""
"4086","s46","essl","",""
"4087","s47","essl","",""
"4088","s48","essl","",""
"4089","s49","essl","",""
"4090","s50","essl","",""
"4091","s51","essl","",""
"4092","s52","essl","",""
"4093","s53","essl","",""
"4094","s54","essl","",""
"4095","s55","essl","",""
"4096","s56","essl","",""
"4097","s57","essl","",""
"4098","s58","essl","",""
"4099","s59","essl","",""
"4100","s60","essl","",""
"4101","s61","essl","",""
"4102","s62","essl","",""
"4103","s63","essl","",""
"4104","s64","essl","",""
"4105","s65","essl","",""
"4106","s66","essl","",""
"4107","s67","essl","",""
"4108","s68","essl","",""
"4109","s69","essl","",""
"4110","s70","essl","",""
"4111","g1","freeflow","",""
"4112","g2","freeflow","",""
"4113","g3","freeflow","",""
"4114","g4","freeflow","","RU"
"4115","g5","freeflow","",""
"4116","g6","freeflow","",""
"4117","g7","freeflow","",""
"4118","g8","freeflow","",""
"4120","g10","freeflow","",""
"4121","s101","freeflow","",""
"4122","s102","freeflow","",""
"4123","s103","freeflow","",""
"4124","s104","freeflow","",""
"4125","s105","freeflow","",""
"4126","s106","freeflow","",""
"4127","s107","freeflow","",""
"4128","s108","freeflow","",""
"4129","s109","freeflow","",""
"4130","s110","freeflow","",""
"4131","s111","freeflow","",""
"4132","s112","freeflow","",""
"4133","s113","freeflow","",""
"4134","s114","freeflow","",""
"4135","s115","freeflow","",""
"4136","s116","freeflow","",""
"4137","s117","freeflow","",""
"4138","s118","freeflow","",""
"4139","s119","freeflow","",""
"4140","s120","freeflow","",""
"4141","s121","freeflow","",""
"4142","s122","freeflow","",""
"4143","s123","freeflow","",""
"4144","s124","freeflow","",""
"4145","s125","freeflow","",""
"4146","s126","freeflow","",""
"4147","s127","freeflow","",""
"4148","s128","freeflow","",""
"4149","s129","freeflow","",""
"4150","s130","freeflow","",""
"4151","s131","freeflow","",""
"4152","s132","freeflow","",""
"4153","s133","freeflow","",""
"4154","s134","freeflow","",""
"4155","s135","freeflow","",""
"4156","s136","freeflow","",""
"4157","s137","freeflow","",""
"4158","s138","freeflow","",""
"4159","s139","freeflow","",""
"4160","s140","freeflow","",""
"4161","s141","freeflow","",""
"4162","s142","freeflow","",""
"4163","s143","freeflow","",""
"4164","s144","freeflow","",""
"4165","s145","freeflow","",""
"4166","s146","freeflow","",""
"4167","s147","freeflow","",""
"4168","s148","freeflow","",""
"4169","s149","freeflow","",""
"4170","s150","freeflow","",""
"4171","s151","freeflow","",""
"4172","s152","freeflow","",""
"4173","s153","freeflow","",""
"4174","s154","freeflow","",""
"4175","s155","freeflow","",""
"4176","s156","freeflow","",""
"4177","s157","freeflow","",""
"4178","s158","freeflow","",""
"4179","s159","freeflow","",""
"4180","s160","freeflow","",""
"4181","s161","freeflow","",""
"4182","s162","freeflow","",""
"4183","s163","freeflow","",""
"4184","s164","freeflow","",""
"4185","s165","freeflow","",""
"4186","s166","freeflow","",""
"4187","s167","freeflow","",""
"4188","s168","freeflow","",""
"4189","s169","freeflow","",""
"4190","s170","freeflow","",""
"4191","s171","freeflow","",""
"4192","s172","freeflow","",""
"4193","s173","freeflow","",""
"4194","s174","freeflow","",""
"4195","s175","freeflow","",""
"4196","s176","freeflow","",""
"4197","s177","freeflow","",""
"4198","s178","freeflow","",""
"4199","s179","freeflow","",""
"4200","s180","freeflow","",""
"4201","s181","freeflow","",""
"4202","s182","freeflow","",""
"4203","s183","freeflow","",""
"4204","s184","freeflow","",""
"4205","s185","freeflow","",""
"4206","s186","freeflow","",""
"4207","s187","freeflow","",""
"4208","s188","freeflow","",""
"4209","s189","freeflow","",""
"4210","s190","freeflow","",""
"4211","s191","freeflow","",""
"4212","s192","freeflow","",""
"4213","s193","freeflow","",""
"4214","s194","freeflow","",""
"4215","s195","freeflow","",""
"4216","s196","freeflow","",""
"4217","s197","freeflow","",""
"4218","s198","freeflow","",""
"4219","s199","freeflow","",""
"4220","s200","freeflow","",""
"4222","s71","essl","",""
"4223","s72","essl","",""
"4224","s73","essl","",""
"4225","s74","essl","",""
"4226","s75","essl","",""
"4227","s76","essl","",""
"4228","s77","essl","",""
"4229","s78","essl","",""
"4230","s79","essl","",""
"4231","s80","essl","",""
"4232","s81","essl","",""
"4233","s82","essl","",""
"4234","s83","essl","",""
"4235","s84","essl","",""
"4236","s85","essl","",""
"4237","s86","essl","",""
"4238","s87","essl","",""
"4239","s88","essl","",""
"4240","s89","essl","",""
"4241","s90","essl","",""
"4242","s91","essl","",""
"4243","s92","essl","",""
"4244","s93","essl","",""
"4245","s94","essl","",""
"4246","s95","essl","",""
"4247","s96","essl","",""
"4248","s97","essl","",""
"4249","s98","essl","",""
"4250","s99","essl","",""
"4251","s100","essl","",""
"4252","s101","essl","",""
"4253","s102","essl","",""
"4254","s103","essl","",""
"4255","s104","essl","",""
"4256","s105","essl","",""
"4257","s106","essl","",""
"4258","s107","essl","",""
"4259","s108","essl","",""
"4260","s109","essl","",""
"4261","s110","essl","",""
"4262","s111","essl","",""
"4263","s112","essl","",""
"4264","s113","essl","",""
"4265","s114","essl","",""
"4266","s115","essl","",""
"4267","s116","essl","",""
"4268","s117","essl","",""
"4269","s118","essl","",""
"4270","s119","essl","",""
"4271","s120","essl","",""
"4272","srip11","srip","",""
"4273","srip12","srip","",""
"4274","srip13","srip","",""
"4277","srip16","srip","",""
"4279","srip18","srip","",""
"4281","srip20","srip","",""
"4286","srip25","srip","",""
"4287","srip26","srip","",""
"4288","srip27","srip","",""
"4289","srip28","srip","",""
"4290","srip29","srip","",""
"4291","srip30","srip","",""
"4301","srip40","srip","",""
"4302","srip41","srip","",""
"4303","srip42","srip","",""
"4309","srip48","srip","",""
"4315","srip54","srip","",""
"4316","srip55","srip","",""
"4318","srip57","srip","",""
"4322","i6b","freeflow","",""
"4323","i6d","freeflow","",""
"4325","dswg","freeflow","",""
"4326","dscb","freeflow","",""
"4327","dspb","freeflow","",""
"4328","dswb","freeflow","",""
"4329","dscd","freeflow","",""
"4330","dspd","freeflow","",""
"4332","dsw1","freeflow","",""
"4333","dsw2","freeflow","",""
"4335","dsw4","freeflow","",""
"4352","dscg1","freeflow","",""
"4353","dspg1","freeflow","",""
"4354","dswg1","freeflow","",""
"4355","dscl","freeflow","",""
"4356","dspl","freeflow","",""
"4358","dscmm1","freeflow","",""
"4359","dspmm1","freeflow","",""
"4361","dscg","freeflow","",""
"4363","i6l","freeflow","",""
"4364","i6mm1","freeflow","","HK"
"4365","dsccf","freeflow","",""
"4368","i6cf","freeflow","",""
"4369","m","freeflow","",""
"4370","m","essl","",""
"4382","ch3","freeflow","",""
"4383","ch3s","freeflow","",""
"4384","ch2","essl","",""
"4385","ch3","essl","",""
"4386","ch4","freeflow","",""
"4387","ch4s","freeflow","",""
"4388","cheus","essl","",""
"4389","chcus","essl","",""
"4390","chwus","essl","",""
"4394","cheu","essl","",""
"4395","chru","essl","",""
"4401","ch401","freeflow","",""
"4402","ch402","freeflow","",""
"4403","ch403","freeflow","",""
"4404","ch404","freeflow","",""
"4405","ch405","freeflow","",""
"4406","ch406","freeflow","",""
"4407","ch407","freeflow","",""
"4408","ch408","freeflow","",""
"4409","ch409","freeflow","",""
"4410","ch410","freeflow","",""
"4411","ch411","freeflow","",""
"4412","ch412","freeflow","",""
"4413","ch413","freeflow","",""
"4414","ch414","freeflow","",""
"4415","ch415","freeflow","",""
"4416","ch416","freeflow","",""
"4417","ch417","freeflow","",""
"4418","ch418","freeflow","",""
"4419","ch419","freeflow","",""
"4420","ch420","freeflow","",""
"4421","ch421","freeflow","",""
"4422","ch422","freeflow","",""
"4423","ch423","freeflow","",""
"4424","ch424","freeflow","",""
"4425","ch425","freeflow","",""
"4426","ch426","freeflow","",""
"4427","ch427","freeflow","",""
"4428","ch428","freeflow","",""
"4429","ch429","freeflow","",""
"4430","ch430","freeflow","",""
"4431","ch431","freeflow","",""
"4432","ch432","freeflow","",""
"4433","ch433","freeflow","",""
"4434","ch434","freeflow","",""
"4435","ch435","freeflow","",""
"4436","ch436","freeflow","",""
"4437","ch437","freeflow","",""
"4438","ch438","freeflow","",""
"4439","ch439","freeflow","",""
"4440","ch440","freeflow","",""
"4441","ch441","freeflow","",""
"4442","ch442","freeflow","",""
"4443","ch443","freeflow","",""
"4444","ch444","freeflow","",""
"4445","ch445","freeflow","",""
"4446","ch446","freeflow","",""
"4447","ch447","freeflow","",""
"4448","ch448","freeflow","",""
"4449","ch449","freeflow","",""
"4450","ch450","freeflow","",""
"4451","ch451","freeflow","",""
"4452","ch452","freeflow","",""
"4453","ch453","freeflow","",""
"4454","ch454","freeflow","",""
"4455","ch455","freeflow","",""
"4456","ch456","freeflow","",""
"4457","ch457","freeflow","",""
"4458","ch458","freeflow","",""
"4459","ch459","freeflow","",""
"4460","ch460","freeflow","",""
"4461","ch461","freeflow","",""
"4462","ch462","freeflow","",""
"4463","ch463","freeflow","",""
"4464","ch464","freeflow","",""
"4465","ch465","freeflow","",""
"4466","ch466","freeflow","",""
"4467","ch467","freeflow","",""
"4468","ch468","freeflow","",""
"4469","ch469","freeflow","",""
"4470","ch470","freeflow","",""
"4471","ch471","freeflow","",""
"4472","ch472","freeflow","",""
"4473","ch473","freeflow","",""
"4474","ch474","freeflow","",""
"4475","ch475","freeflow","",""
"4476","ch476","freeflow","",""
"4477","ch477","freeflow","",""
"4478","ch478","freeflow","",""
"4479","ch479","freeflow","",""
"4480","ch480","freeflow","",""
"4481","ch481","freeflow","",""
"4482","ch482","freeflow","",""
"4483","ch483","freeflow","",""
"4484","ch484","freeflow","",""
"4485","ch485","freeflow","",""
"4486","ch486","freeflow","",""
"4487","ch487","freeflow","",""
"4488","ch488","freeflow","",""
"4489","ch489","freeflow","",""
"4490","ch490","freeflow","",""
"4491","ch491","freeflow","",""
"4492","ch492","freeflow","",""
"4493","ch493","freeflow","",""
"4494","ch494","freeflow","",""
"4495","ch495","freeflow","",""
"4496","ch496","freeflow","",""
"4497","ch497","freeflow","",""
"4498","ch498","freeflow","",""
"4499","ch499","freeflow","",""
"4500","ch500","freeflow","",""
"4501","ch501","freeflow","",""
"4502","ch502","freeflow","",""
"4503","ch503","freeflow","",""
"4504","ch504","freeflow","",""
"4505","ch505","freeflow","",""
"4506","ch506","freeflow","",""
"4507","ch507","freeflow","",""
"4508","ch508","freeflow","",""
"4509","ch509","freeflow","",""
"4510","ch510","freeflow","",""
"4511","ch511","freeflow","",""
"4512","ch512","freeflow","",""
"4513","ch513","freeflow","",""
"4514","ch514","freeflow","",""
"4515","ch515","freeflow","",""
"4516","ch516","freeflow","",""
"4517","ch517","freeflow","",""
"4518","ch518","freeflow","",""
"4519","ch519","freeflow","",""
"4520","ch520","freeflow","",""
"4521","ch521","freeflow","",""
"4522","ch522","freeflow","",""
"4523","ch523","freeflow","",""
"4524","ch524","freeflow","",""
"4525","ch525","freeflow","",""
"4526","ch526","freeflow","",""
"4527","ch527","freeflow","",""
"4528","ch528","freeflow","",""
"4529","ch529","freeflow","",""
"4530","ch530","freeflow","",""
"4531","ch531","freeflow","",""
"4532","ch532","freeflow","",""
"4533","ch533","freeflow","",""
"4534","ch534","freeflow","",""
"4535","ch535","freeflow","",""
"4536","ch536","freeflow","",""
"4537","ch537","freeflow","",""
"4538","ch538","freeflow","",""
"4539","ch539","freeflow","",""
"4540","ch540","freeflow","",""
"4541","ch541","freeflow","",""
"4542","ch542","freeflow","",""
"4543","ch543","freeflow","",""
"4544","ch544","freeflow","",""
"4545","ch545","freeflow","",""
"4546","ch546","freeflow","",""
"4547","ch547","freeflow","",""
"4548","ch548","freeflow","",""
"4549","ch549","freeflow","",""
"4550","ch550","freeflow","",""
"4551","ch551","freeflow","",""
"4552","ch552","freeflow","",""
"4553","ch553","freeflow","",""
"4554","ch554","freeflow","",""
"4555","ch555","freeflow","",""
"4556","ch556","freeflow","",""
"4557","ch557","freeflow","",""
"4558","ch558","freeflow","",""
"4559","ch559","freeflow","",""
"4560","ch560","freeflow","",""
"4561","ch561","freeflow","",""
"4562","ch562","freeflow","",""
"4563","ch563","freeflow","",""
"4564","ch564","freeflow","",""
"4565","ch565","freeflow","",""
"4566","ch566","freeflow","",""
"4567","ch567","freeflow","",""
"4568","ch568","freeflow","",""
"4569","ch569","freeflow","",""
"4570","ch570","freeflow","",""
"4571","ch571","freeflow","",""
"4572","ch572","freeflow","",""
"4573","ch573","freeflow","",""
"4574","ch574","freeflow","",""
"4575","ch575","freeflow","",""
"4576","ch576","freeflow","",""
"4577","ch577","freeflow","",""
"4578","ch578","freeflow","",""
"4579","ch579","freeflow","",""
"4580","ch580","freeflow","",""
"4581","ch581","freeflow","",""
"4582","ch582","freeflow","",""
"4583","ch583","freeflow","",""
"4584","ch584","freeflow","",""
"4585","ch585","freeflow","",""
"4586","ch586","freeflow","",""
"4587","ch587","freeflow","",""
"4588","ch588","freeflow","",""
"4589","ch589","freeflow","",""
"4590","ch590","freeflow","",""
"4591","ch591","freeflow","",""
"4592","ch592","freeflow","",""
"4593","ch593","freeflow","",""
"4594","ch594","freeflow","",""
"4595","ch595","freeflow","",""
"4596","ch596","freeflow","",""
"4597","ch597","freeflow","",""
"4598","ch598","freeflow","",""
"4599","ch599","freeflow","",""
"4600","ch600","freeflow","",""
"4601","s121","essl","",""
"4602","s122","essl","",""
"4603","s123","essl","",""
"4604","s124","essl","",""
"4605","s125","essl","",""
"4606","s126","essl","",""
"4607","s127","essl","",""
"4608","s128","essl","",""
"4609","s129","essl","",""
"4610","s130","essl","",""
"4611","s131","essl","",""
"4612","s132","essl","",""
"4613","s133","essl","",""
"4614","s134","essl","",""
"4615","s135","essl","",""
"4616","s136","essl","",""
"4617","s137","essl","",""
"4618","s138","essl","",""
"4619","s139","essl","",""
"4620","s140","essl","",""
"4621","s141","essl","",""
"4622","s142","essl","",""
"4623","s143","essl","",""
"4624","s144","essl","",""
"4625","s145","essl","",""
"4626","s146","essl","",""
"4627","s147","essl","",""
"4628","s148","essl","",""
"4629","s149","essl","",""
"4630","s150","essl","",""
"4631","s151","essl","",""
"4632","s152","essl","",""
"4633","s153","essl","",""
"4634","s154","essl","",""
"4635","s155","essl","",""
"4636","s156","essl","",""
"4637","s157","essl","",""
"4638","s158","essl","",""
"4639","s159","essl","",""
"4640","s160","essl","",""
